original_sponsor,clustered_sponsor
RICHMOND BOROUGH FRIENDS OF NICHOLAS MULLER,Richmond Borough Friends Of Nicholas Muller
VETERABOS DE LA INDEPENDENCIA,Veterabos De La Independencia
PENNSYLVANIA-GERMAN SOCIETY,Pennsylvania-german Society
La Maison du Cygne,La Maison Du Cygne
Pronto Ristorante,Pronto Ristorante
La Terrazza,La Terrazza
The Plaza Hotel,The Hotel Plaza
Aureole,Aureole
Gasthaus Bogenhauser Hof,Gasthaus Bogenhauser Hof
Eden Roc,Eden Roc
Taverne Provence,Taverne Provence
Zum Dortmunder,Zum Dortmunder
Hotel del Coronado,Del Coronado Hotel
Restaurant des Artistes,Restaurant Des Artistes
B. F. Keith's Palace Theatre,B. F. Keith's Palace Theatre
Thomas Cook & Son Special,Thomas Cook & Son Special
Restaurant Ewige Lampe,Restaurant Ewige Lampe
Bruno Pen & Pencil,Bruno Pen & Pencil
Hotel Ludwid Der Bayer Ettal,Hotel Ludwid Der Bayer Ettal
The Black Angus,The Black Angus
Virginia House Restaurant,Virginia House Restaurant
Perkeo Heidelberg,Perkeo Heidelberg
China Regency,China Regency
Ratner's,Ratner's
SchwarzwÃ¤lder's,Schwarzwã¤lder's
The Hansen House,The Hansen House
Longley's Restaurant And Coffee House,Longley's Restaurant And Coffee House
The Drake Oak Brook Hotel   Columian Room,The Drake Oak Brook Hotel   Columian Room
The Cornell Club,The Cornell Club
Outpost,Outpost
Watney House,Watney House
Grand Hotel Miramare,Grand Hotel Miramare
The Blue Spruce Inn,The Blue Spruce Inn
Hall Jardin,Hall Jardin
Olde Cheshire Cheese Chop House,Olde Cheshire Cheese Chop House
New Weston Hotel,Hotel New Weston
The Coffee Shop   La Guardia Field,The Coffee Shop   La Guardia Field
Jackson Heights Club House,Jackson Heights Club House
Oddenino's,Oddenino's
Grand HÃ´tel Continental Milano,Grand Hã´tel Continental Milano
S.S. Malolo,S.S. Malolo
The HÃ´tel Beau Rivage,The Hã´tel Beau Rivage
The Hudson,The Hudson
Union Printers Home,Union Printers Home
Narcissus Fountain Tea Room,Narcissus Fountain Tea Room
Salmagundi Club,Salmagundi Club
S.S. Frederik VIII,'s.S. ''frederik Viii'''
CafÃ© L'Etoil,Cafã© L'etoil
The Adolphus,The Adolphus
Florence Villa,Florence Villa
Gibson's,Gibson's
Stadt-Keller,Stadt-keller
Hobby Club,Hobby Club
Hotel Walson,Hotel Walson
Saint Paul,Saint Paul
Ambrose Restaurant,Ambrose Restaurant
Kemm's CafÃ© and Restaurant,Kemm's Cafã© And Restaurant
Herman Loeffler's CafÃ© and Restaurant,Herman Loeffler's Cafã© And Restaurant
Hugot's Crystal Garden,Hugot's Crystal Garden
Woolpack Hotel,Woolpack Hotel
EMPIRE HOTEL,Empire Hotel
UNION LEAGUE CLUB,(union League Club)
PHILITSCIKOMA,Philitscikoma
SIXTH MASONIC DISTRICT,Sixth Masonic District
SOCIETY OF THE CINCINNATI IN THE STATE OF NEW JERSEY,Society Of The Cincinnati
WILLOW GROVE PARK CASINO,Willow Grove Park Casino
ROYAL ENGINEERS,Royal Engineers
HEADQUARTERS 47TH INFANTRY U.S. VOLUNTEERS,Headquarters 47th Infantry U.S. Volunteers
UNION COLLEGE,Union College
NIPPON YUSEN KAISHA -S.S.KINSHIN MARU,Nippon Yusen Kaisha
TOYO KISEN KAISHA -HONG KONG MARU,Toyo Kisen Kaisha - Hong Kong  Maru
CASSELS HOTEL & RESTAURANT,Cassels Hotel & Restaurant
NORDEUTSCHER LLOYD - BREMEN,Nordeutscher Lloyd
RED STAR LINE - ANTWERPEN  - NY,Red Star Line - Antwerpen  - NY
RED STAR LINE - ANTWEPEN NY,Red Star Line - Antwerpen  - NY
U.S.M.S.PHILADELPHIA,U.S.M.S.Philadelphia
L.TIRELLI'S ASSOCIATION,L.Tirelli's Association
CLEVELAND BANKS AND BANKERS,Cleveland Banks And Bankers
RED STER LINE - ANTWERPEN - NY,Red Star Line - Antwerpen  - NY
HOLLAND-AMERICAN LINE,Holland-american Line
HOTEL PONCE DE LEON,Hotel Ponce De Leon
IDEAL DINING AND LUNCH ROOM,Ideal Dining And Lunch Room
YALE ALUMNI ASSOCIATION,Yale Alumni Association
MARGUERY,Marguery
CHILDS',Childs'
HOTEL de l'EUROPE,Hotel De L'europe
FRAUNCES' TAVERN,Fraunces' Tavern
FLORIDA POSTMASTERS ASSOCIATION,Florida Postmasters Association
EXECUTIVE COMMITTEE OF PHILADELPHIA LODGE NO. 2 B.P.O.E.,Executive Committee Of Hella Temple
(FIFTH AVE. HOTEL),(fifth Ave. Hotel)
CAMP WOPOWOG,Camp Wopowog
THE RENSSELAER COUNTY SOCIETY IN THE CITY OF NEW YORK,The Rensselaer County Society In The City Of New York
AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF OSTEOPATHY,American Association For The Advancement Of Osteopathy
THETA DELTA CHI FRATERNITY,Theta Delta Chi Fraternity
BANKERS CLUB OF CHICAGO,Bankers Club
MINNEAPOLIS TRIBUNE,Minneapolis Tribune
ANCIENT & HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS,Ancient And Honorable Artillery Co.
NASHVILLE CHAMBER OF COMMERCE,Nashville Chamber Of Commerce
HOTEL CLAREMONT,Claremont Hotel
ROCKING STONE RESTAURANT,Rocking Stone Restaurant
PRINCESS ANNE HOTEL,Princess Anne Hotel
DEUTSCHES BUNDESSCHIELLEN MAINZ,Deutsches Bundesschiellen Mainz
GRAND JURY SEPTEMBER TERM,Grand Jury September Term
SEATTLE CHAMBER OF COMMERCE,Seattle Chamber Of Commerce
SONS OF THE REVOLUTION IN THE STATE OF NEW YORK,Sons Of The Revolution
MICHIGAN SOCIETY OF NEW YORK,Michigan Society Of New York
THE STUYVESANT HEIGHTS REPUBLICAN CLUB,The Stuyvesant Heights Republican Club
ASSOCIATED WHOLESALE GROCERS OF ST. LOUIS,Associated Wholesale Grocers
QUID NUNC CLUB,Quid Nunc Club
DRY-GOODS FRIENDS OF MR.WILLIAM F. KING,Dry-goods Friends Of Mr.William F. King
TRUSTEES OF THE MISSOUI BOTANICAL GARDEN,Trustees Of The Metropolitan Museum Of Art & Other Friends
WALTON'S OLD HOMESTEAD OYSTER AND CHOP HOUSE,Walton's Old Homestead Oyster And Chop House
LURAY HOTEL,Luray Hotel
THE BRUNSWICK,The Brunswick
MALE PRINCIPALS AND LOCAL SCHOOL BOARDS OF THE BOROUGH OF THE BRONX,Male Principals And Local School Boards Of The Borough Of The Bronx
HILLSBOROUGH COUNTY MEDICAL ASSOCIATION,Hillsborough County Medical Association
CITIZENS OF NEW YORK,Citizens Of New York
NATIONAL WHOLESALE DRUGGESTS' ASSOCIATION,National Wholesale Druggests' Association
COLLEGE OF CITY OF NEW YORK,College Of City Of New York
UNNAMED HOTEL,Unnamed Hotel
JACKSON DEMOCRATIC CLUB,Jackson Democratic Club
American Airlines,American Airlines
Huguenin,Huguenin
Restaurant Egoisten,Restaurant Egoisten
Grand Hotel Baglioni,Grand Hotel Baglioni
Hoteles Balsa,Hoteles Balsa
Gutsschanke Neuhof,Gutsschanke Neuhof
Villa Taverna Club,Villa Taverna Club
Hotel Eisenhut,Hotel Eisenhut
Kinder-Speisekarte,Kinder-speisekarte
Hotel Weinhaus,Hotel Weinhaus
Shun Lee West,Shun Lee West
Patrizier,Patrizier
Hotel du Palais,Hotel Du Palais
Hotel Bel-Air,Hotel Bel-air
Sprungli,Sprungli
Camelback Inn,Camelback Inn
Pennsylvania Railroad,Pennsylvania Railroad
Atlantic Coast Line R. R. Co.,Atlantic Coast Line R. R. Co.
American Chemical Society,American Chemical Society
26th Anniversary Of New Haven Lodge No. 25; B.P.O.C.,26th Anniversary Of New Haven Lodge No. 25; B.P.O.C.
Commander's Palace,Commander's Palace
Buffalo Country Club,Buffalo Country Club
'T/S \Santa Maria\''''','t/s \santa Maria\'''''
Flounder Inn,Flounder Inn
Hee Seung Fung Restaurant,Hee Seung Fung Restaurant
Mc Garvey's,Mc Garvey's
Crawdaddy,Crawdaddy
Alsterpavillon,Alsterpavillon
Waldorf Astoria,Waldorf Astoria
Der Monat,Der Monat
Swiss Pavilion Restaurant,Swiss Pavilion Restaurant
Marrocco's,Marrocco's
La Caravelle,La Caravelle
Colony,Colony
Chart House,Chart House
Bright Angel Lodge,Bright Angel Lodge
The Belvedere Room Of The Hotel Astor,The Belvedere Room Of The Hotel Astor
Savarin Commuters Bar,Savarin Commuters Bar
Tripler General Hospital,Tripler General Hospital
Fairmont Hotel,Fairmont Hotel
Tiny's,Tiny's
Tortola,Tortola
Hotel Chelsea,Hotel Chelsea
The Friar's Club,The Friar's Club
Hotel Bossert,Hotel Bossert
California Mission Inn,California Mission Inn
CafÃ© des Beaux Arts,Cafã© Des Beaux Arts
Restaurant and Lunch Room M. Patzold,Restaurant And Lunch Room M. Patzold
Thomases Bakery and Lunch Room,Thomases Bakery And Lunch Room
National Park Inn,National Park Inn
The Cortlandt,The Cortland
Navy Yard,Navy Yard
Guilford Point House,Guilford Point House
Smith & Post's Restaurant,Smith & Post's Restaurant
German Liederkranz,German Liederkranz
Hotel Earlington,Hotel Earlington
HOTEL NETHERLAND,Hotel Netherland
BATTERY PARK HOTEL,Battery Park Hotel
HOTEL MARIE ANTOINETTE,Hotel Marie Antoinette
PENNSYLVANIA RR,Pennsylvania Rr
FRAULEIN EMMA HACKMACK & HERRN PAUL MOEHLKE,Fraulein Emma Hackmack & Herrn Paul Moehlke
(RED STAR LINE),Red Star Line
BALTIMORE HOTEL,Baltimore Hotel
KENTUCKY CLUB OF CHICAGO,Kentucky Club Of Chicago
CANADIAN PACIFIC RAILWAY CO.- S.S.ATHABASCA,Canadian Pacific Railway Co.
ALFRED MARSHAL,Alfred Marshal
SANTA FE' ROUTE,Santa Fe Route
THE THORNDIKE HOTEL,The Thorndike Hotel
NEW YORK CREDIT MEN'S ASSOCIATION,New York Credit Men's Association
B.C.T.,B.C.T.
COMPAGNIE GENERAL TRANSATLANTIQUE,Compagnie General Transatlantique
CIE GLE TRANSATLANTIQUE,Cie Gle Transatlantique
RED STAR LINE ANTWERPEN-NEW YORK,Red Star Line - Antwerpen  - NY
ALICE ROOSEVELT LONGWORTH  AND PRESIDENT ESTRADA PALMET,Alice Roosevelt Longworth  And President Estrada Palmet
(MAHARAJA OF BARODA),(maharaja Of Baroda)
AMERICAN SPOOL COTTON MANUFACTURERS' ASSOCIATION,American Spool Cotton Manufacturers' Association
NEW YORK PUBLIC LECTURE CORPS,New York Public Lecture Corps
CITY COUNCIL,City Council
ADOLPHE GRAND-DUC DE LUXEMBOURG,Adolphe Grand-duc De Luxembourg
METROPOLITON CLUB,Metropolitan Club
FIDELIO CLUB,Fidelio Club
NEW ENGLAND SOCIETY IN BROOKLYN,New England Society
HOTEL ST.REGIS,'hotel St.Regis
WESTCHESTER HUNTING CLUB,Westchester Hunting Club
AU LION D'OR HOTEL AND RESTAURANT;,Au Lion D'or Hotel And Restaurant;
SANTA GIERTRUDZ GILLE-SCHWA,Santa Giertrudz Gille-schwa
HOLZWARTH HOTEL CONTINENTAL,Holzwarth Hotel Continental
NEW HAVEN COMMERCIAL TRAVELERS' ASSOCIATION,New Haven Commercial Travelers' Association
FOOD AND COOKERY (MAGAZINE),Food And Cookery (magazine)
NEW YORK CENTRAL,New York Central
THE OHIO SOCIETY OF PHILADELPHIA,The Ohio Society Of Philadelphia
CORTLAND COUNTY SOCIETY OF NEW YORK,Cortland County Society Of New York
GRAND HOTEL KAISERHOF,Grand Hotel Kaiserhof
MUNICIPAL GRANT MONUMENT COMMITTEE,Municipal Grant Monument Committee
COM. OF MEXICO - RAILROAD TARIFF,Com. Of Mexico - Railroad Tariff
HARVARD UNIVERSITY,(harvard University)
PIONEER RESTAURANT,Pioneer Restaurant
CASINE ESPANOL FOR THE BRITISH AND SPANISH COLONIES,Casine Espanol For The British And Spanish Colonies
RESTAURANT DU PASSAGE,Restaurant Du Passage
HAMPTON ROADS YACHT CLUB,Hampton Roads Yacht Club
EMPIRE STATE SOCIETY OF SONS OF THE AMERICAN REVOLUTION,Empire State Society Of Sons Of The American Revolution
BERMUDA CATERING COY.,Bermuda Catering Co.
CAMP FIRECLUB,Camp Fireclub
JOHN W. HAMER,John W. Hamer
American Export Lines,American Export Lines
Bistrot du Sommelier,Bistrot Du Sommelier
Chiberta,Chiberta
Agora,Agora
Mezzogiorno,Mezzogiorno
Le Regence,Le Regence
Onkel Hugo,Onkel Hugo
Restaurant Konighof,Restaurant Konighof
Fisherman's Grotto,Fisherman's Grotto
THE KINDERGARTEN CLUB OF THE UNION LEAGUE,The Kindergarten Club Of The Union League
'Waldorf Astoria Hotel (New York,'waldorf Astoria Hotel
The Colonial Inn,The Colonial Inn
Restaurant Hotel Reichshof Hamburg,Restaurant Hotel Reichshof Hamburg
La Tour D'auvergne,La Tour D'auvergne
S.S. Nieuw Amsterdam,S.S New Amsterdam
Bum GpÃ¶ctmeier,Bum Gpã¶ctmeier
Old Lyme Inn,Old Lyme Inn
Hotel Northampton,Hotel Northampton
Lakos,Lakos
Carnegie Delicatessen And Restaurant,Carnegie Delicatessen And Restaurant
Wivex,Wivex
Eden Hotel Wolff,Eden Hotel Wolff
An American Place,An American Place
Howard Johnson's,Howard Johnson's
76 House,76 House
Overseas Press Club Of America,Overseas Press Club Of America
Williamsburg Lodge,Williamsburg Lodge
Hotel Mas De Vence,Hotel Mas De Vence
The Biltmore Terrace,The Biltmore Terrace
Hotel Northampton & Wiggins Old Tavern,Hotel Northampton
El Tovar Hotel,El Tovar Hotel
Grand Hotel National Lucerne,Grand Hotel National Lucerne
San Carlos Coffee Shop,San Carlos Coffee Shop
Oyster Bay Restaurant,Oyster Bay Restaurant
St. Regis Hotel Roof Garden,St. Regis Hotel Roof Garden
Wally J,Wally J
Faculty Club,Faculty Club
Hotel Metropole,Hotel Metropole
Ye Old Canoe Place Inn,Ye Old Canoe Place Inn
The Mainliner Diner,The Mainliner Diner
The Lotos Club,The Lotus Club
'T.N. ''Conte Di Savoia''''''','t.N. ''conte Di Savoia'''''''
'R.M.S. ''Carinthia''''''','r.M.S. ''carinthia'''''''
Independence Hall,Independence Hall
Joe's Restaurant,Joe's Restaurant
University Of Illinois,University Of Illinois
U. S. S. Florida,U. S. S. Florida
Mendel,Mendel
Pennsylvania Lines,Pennsylvania Lines
Hotel St. Francis,Hotel St. Francis
Jacob Reiss,Jacob Reiss
Pabst,Pabst
Hotel Vendig,Hotel Vendig
West End Shore Club,West End Shore Club
Steamer Berksire,Steamer Berksire
Holland House,Holland House
Waldorf-Astoria: Grand Ball Room,Waldorf Astoria
Dean House and Cottages,Dean House And Cottages
Club House - St. Marks Square,Club House - St. Marks Square
ALPHA OF ZETA PSI,Alpha Of Zeta Psi
GERMAN RESTAURANT & BUFFET,German Restaurant & Buffet
MILLS HOTEL,Mills Hotel
GRUNEWALD HOTEL,Grunewald Hotel
QUEBEC STEAMSHIP COMPANY,Quebec Steamship Company
CUNARD STEAMSHIP COMPANY LTD.,Cunard Steam Ship Company Limited
CITY HALL CELLAR,City Hall Cellar
BRYAN RATIFICATION COMMITTEE OF TAMMANY HALL,Bryan Ratification Committee Of Tammany Hall
HOTEL WESTMINSTER,Hotel Westminster
ALAMO HOTEL(?),Alamo Hotel(?)
BOSTON & BANGOR STEAMSHIP COMPANY,Boston & Bangor Steamship Company
SUIZO HOTEL,Suizo Hotel
NATIONAL COOPERS ASSOCIATION,National Coopers Association
UNITED STATES WEATHER BUREAU OFFICIALS,United States Weather Bureau Officials
OHIO STATE HOTEL ASSOCIATION,Ohio State Hotel Association
UNIVERSITY OF MARYLAND,University Of Maryland
KNICKERBOCKER COTTAGE,Knickerbocker Cottage
BOOKSELLER'S LEAGUE MEMBERS,Bookseller's League Members
MERCHANTS' ASSOCIATION OF SAN FRANCISCO,Merchants' Association Of San Francisco
MARSHAL OLIVEIRA OF THE BRAZILIAN COMMISSION,Marshal Oliveira Of The Brazilian Commission
CHILDS RESTAURANT,Childs Restaurant
STANWIX HALL,Stanwix Hall
CONGRESS HOTEL COMPANY,Congress Hotel Company
SOCIETY OF THE ARMY & NAVY OF THE CONFEDERATE STATES,Society Of The Army & Navy Of The Confederate States
BILLIARD POOL AND BOWLING TOURNAMENT,Billiard Pool And Bowling Tournament
BETA THETA PI,Beta Theta Pi
GHENT CLUB,Ghent Club
THE WALDORF,The Waldorf
HARVARD CLUB OF MARYLAND,Harvard Club
PROHIBITIONISTS OF THE CITY AND COUNTY OF NEW YORK,Prohibitionists Of The City And County Of New York
CIRCULO COLON-CERVANTES,Circulo Colon-cervantes
SPOTTED PIG,Spotted Pig
COMRADES OF THE ARMY OF THE POTOMAC,Comrades Of The Army Of The Potomac
HARVARD NINETY SEVEN,Harvard Ninety Seven
THE ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA,Associated Pioneers Of The Territorial Days Of California
THE GRAND,The Grand
NATIONAL ARTS CLUB MEMBERS,National Arts Club
NEW YORKERS CLUB,New Yorkers Club
S.S.AMSTERDAM,S.S. Amsterdam
GRAND HOTEL DE MADRID,Grand Hotel De Madrid
PARK RESTAURANT,Park Restaurant
ANCINT AND HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS,Ancint And Honorable Artillery Company Of Massachusetts
CIE CIE TRANSATLANTIQUE,Cie Cie Transatlantique
AMERICAN BANKERS ASSOCIATION,American Bankers Association
(SONS OF AMERICAN REVOLUTION),(sons Of American Revolution)
SONS OF THE REVOLUTION WEST VIRGINIA SOCIETY,Sons Of The Revolution
KEYSTONE  CONSISTORY,Keystone  Consistory
U.S.FLAGSHIP KEARSARGE,U.S.Flagship Kearsarge
HOTEL KENMORE,Hotel Kenmore
Toula',? Hotel
Akbar,Akbar
Don the Beachcomber,Don The Beachcomber
Hotel-Restaurant du Mont-Blanc,Hotel-restaurant Du Mont-blanc
Oscar's Salt of the Sea,Oscar's Salt Of The Sea
The Westbury,The Westbury
La Gastronomie Francaise,La Gastronomie Francaise
New York Athletic Club,New York Athletic Club
Blackstone,Blackstone
Matya's Pince,Matya's Pince
Hotel Savoy,Hotel Savoy
Luchow's Restaurant,Luchow's Restaurant
Ambassador Hotel,Ambassador Hotel
Lord Simcoe Hotel,Lord Simcoe Hotel
Top Of The Fair,Top Of The Fair
Bright Angel,Bright Angel
The Lion's Den,The Lion's Den
The Habana Hilton,The Habana Hilton
The Meadows,The Meadows
Leone's,Leona's
Ratskeller Darmftadt,Ratskeller Darmftadt
S.S. Independence,S.S. Independence
Budapest Restaurant,Budapest Restaurant
Ruben's Deli,Ruben's Deli
Peggy's,Peggy's
Dinkler Plaza Hotel,Dinkler Plaza Hotel
Essex House,Essex House
The Baron Steuben,The Baron Steuben
OperakÃ¤llaren,Operakã¤llaren
Host Restaurant,Host Restaurant
Monte Carlo Hotel,Monte Carlo Hotel
The Sheraton Plaza Hotel,The Sheraton Plaza Hotel
Terrace Dining Room,Terrace Dining Room
Anchor Sea Food House,Anchor Sea Food House
Empire Tea Room,Empire Tea Room
Cogen House,Cogen House
Union Club,(union Club)
The Ahwahnee,The Ahwahnee
Curly's Theater CafÃ©,Curly's Theater Cafã©
Dayton's Sky Room,Dayton's Sky Room
Sheraton Hotel,Sheraton Hotel
[Southern Pacific Railroad Company],Southern Pacific
Palm Garden,Palm Garden
Italian Line Restaurant,Italian Line Restaurant
United Air Lines,United Air Lines
Archons Of Colophon,Archons Of Colophon
The Australia Hotel,The Australia Hotel
Australia Hotel,Australia Hotel
Union Hill Elks Club,Union Hill Elks Club
Young Man's Christian Association,Young Men's Christian Association
The Wedgewood Room,The Wedgewood Room
Hotel LaSalle,Hotel Lasalle
Hotel Belvedere,Hotel Belvedere
Horn & Hardart Company Dining Rooms,Horn & Hardart Company
A.H. Meyer Rathskeller,A.H. Meyer Rathskeller
Whites,Whites
Copley-Plaza Hotel,Copley Plaza Hotel
Cosmopolitan Hotel,Cosmopolitan Hotel
JOHN WANAMAKER,John Wanamaker
TOYO KISEN KAISHA,Toyo Kisen Kaisha
SULLIVAN'S RESTAURANT,Sullivan's Restaurant
LAMBS' CLUB SPECIAL,Lambs' Club Special
HOTEL CHAMPLAIN,Champlain Hotel
BROWN PALACE HOTEL,Brown Palace Hotel
HAMILTON CLUB OF CHICAGO,Hamilton Club
NIPPON YUSEN KAISHA - S.S.KOBE MARU,Nippon Yusen Kaisha
GEO.T.TRIMBLE & ALUMNI ASSOCIATION OF OLD PUBLIC SCHOOL #7,Geo.T.Trimble & Alumni Association Of Old Public School #7
INTERNATIONAL HOTEL,International Hotel
GREAT NORTHERN SYSTEM - DINING CARS,Great Northern Railway
HAMBURG-AMERIKA - EXPRESS STEAMER FURST BISMARCK,Hamburg-america Line
CHATEAU FRONTENAC HOTEL,Chateau Frontenac
BAR OF THE SOUTHERN DISTRICT OF WEST VIRGINIA,Bar Of The Southern District Of West Virginia
BERG EN DAL HOTEL,Berg En Dal Hotel
THE ANSONIA,The Ansonia
BURGUNDY HOTEL,Burgundy Hotel
SWEDISH LEGATION,Swedish Legation
ST. DAVID'S BENEVOLENT SOCIETY OF THE CITIES OF NEW YORK & BROOKLYN,St. David's Benevolent Society Of The Cities Of New York & Brooklyn
WYOMING VALLEY HOTEL,Wyoming Valley Hotel
HIS OREGON FRIENDS,His Oregon Friends
SWEDISH SOCIETY,Swedish Society
U.S.NATIONAL LAWN TENNIS ASSOCIATION,U.S.National Lawn Tennis Association
MARINE SOCIETY OF NY,Marine Society Of New York
THE AUTOMOBILE CLUB OF SYRACUSE,The Automobile Club Of Syracuse
GRANT BIRTHDAY ASSOCIATION,Grant Birthday Association
CUMBERLAND STREET AND BROOKLYN HOMEOPATHIC HOSPITALS,Cumberland Street And Brooklyn Homeopathic Hospitals
CONFERENCES FOR EDUCATION IN THE SOUTH,Conferences For Education In The South
HOTEL YORK,Hotel York
MR.T.N.JARVIS,Mr.T.N.Jarvis
RAILWAYS OF CHICAGO,Railways Of Chicago
FIRST PANEL SHERIFF'S JURY,First Panel Sherfiff's Jury
NEW GLADSTONE (HOTEL),New Gladstone (hotel)
THE PHILADELPHIA ALUMNI CHAPTER BNRA ONRALLI,The Philadelphia Alumni Chapter Bnra Onralli
NY FRIENDS OF HON. CHRISTOPHER A. BUCKLEY,Ny Friends Of Hon. Christopher A. Buckley
CITY VIGILANCE LEAGUE,City Vigilance League
EASTERN HOTEL,Eastern Hotel
BROOKLYN TABERNACLE SUNDAY SCHOOL ASSOCIATION,Brooklyn Tabernacle Sunday School Association
SECOND DISTRICT DENTAL SOCIETY AND PROFESSIONAL FRIENDS,Second District Dental Society And Professional Friends
BASS ROCK HOTEL,Bass Rock Hotel
PRIVATE PARTY(?),Private Party(?)
COMMITTEE ON THE CENTENNIAL CELEBRATION OF INAUG OF WASHINGTON,Committee On The Centennial Celebration Of Inaug Of Washington
HOTEL DE BELLEVUE,Hotel De Bellevue
NEW HAMPSHIRE CLUB LADIES' NIGHT,New Hampshire Club
THE PICKANINNY CLUB,The Pickaninny Club
GERARD HOTEL,Gerard Hotel
THE SHIP'S COMPANY OF H.M.S. GOOD HOPE,The Ship's Company Of H.M.S. Good Hope
NEW PALESTINE COMMANDERY 11918,New Palestine Commandery 11918
BOOTH DRAMATIC SOCIETY,Booth Dramatic Society
REPUBLICAN DISTRICT COMMITTEE OF THE 29TH ASSEMBLY DISTRICT,Republican District Committee Of The 29th Assembly District
FRIENDS OF MR. JAMES L. KERNAN,Friends Of Mr. James L. Kernan
THE BUSINESS MEN'S LEAGUE OF SAINT LOUIS,The Business Men's League Of Saint Louis
FRED HARVEY,Fred Harvey
DAMASRUS COMMANDERN NO.58,Damasrus Commandern No.58
HONOURABLE ARTILLERY COMPANY OF LONDON,Honourable Artillery Company Of London
MICHIGAN SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,Michigan Society Of The Sons Of The American Revolution
BANKERS OF DALLAS,Bankers Of Dallas
UNIVERSITY OF EDINBURGH,University Of Edinburgh
MR. JOHN E. COWDIN,Mr. John E. Cowdin
CHAMBRE DE COMMERCE DU DISTRICT DE MONTREAL,Chambre De Commerce Du District De Montreal
LONGFELLOW CENTENARY,Longfellow Centenary
Chez Edgard,Chez Edgard
Le Vert Galant,Le Vert Galant
Chanterelle,Chanterelle
Au Mouton de Panurge,Au Mouton De Panurge
The Mayflower Rib Room,The Mayflower Rib Room
Faugeron,Faugeron
Remi,Remi
'The Chief,'the Chief
S. M. R.,S. M. R.
Grandview  Gardens,Grandview  Gardens
Library Room,Library Room
MERCHANTS' CLUB OF BOSTON,Merchants' Club
ANCHOR INN SEAFOOD RESTAURANT,Anchor Inn Seafood Restaurant
Ordell Braase,Ordell Braase
Heilig Geist Spital,Heilig Geist Spital
Old Farm Inn,Old Farm Inn
'The Regency Suite,'the Regency Suite
Monarch Room   Royal Hawaiian Hotel,Monarch Room   Royal Hawaiian Hotel
Lobster Shanty,Lobster Shanty
The Smoketree Restaurant,The Smoketree Restaurant
The Sheraton,The Sheraton
MaynilÃ ,Manila
'T.S.S. \Adriatiki\''''','t.S.S. \adriatiki\'''''
Trans World Service,Trans World Service
The English House,The English House
Hellas CafÃ©,Hellas Cafã©
The Famous Anchor Sea Food House,The Famous Anchor Sea Food House
Ladies' Dining Room,Ladies' Dining Room
Us Army Hospital,Us Army Hospital
The Old Spaghetti Factory,The Old Spaghetti Factory
Schrafft's,Schrafft's
The Sea Isle,The Sea Isle
Burlington Zephyrs,Burlington Zephyrs
'[The Waldorf Astoria Hotel (New York,The Waldorf Astoria
Boni's,Boni's
The Latch String,The Latch String
El Barrio Latino,El Barrio Latino
S.S. American Merchant,S.S. American Merchant
Le Versailles,Le Versailles
Port-au-Peck,Port-au-peck
Lake Tarleton Club,Lake Tarleton Club
Hotel Knickerbocker,Hotel Knickerbocker
Lexington Opera House,Lexington Opera House
Business Men's Club,Business Men's Club
Planters Hotel,Planters Hotel
Leathersellers' Hall,Leathersellers' Hall
The Beekman CafÃ© Co.,The Beekman Cafã© Co.
Grocers Hall,Grocers Hall
Roman Catholic Orphan Asylum,Roman Catholic Orphan Asylum
Au Chat Noir,Au Chat Noir
HOTEL SAVOY,Hotel Savoy
(UNION LEAGUE CLUB),(union League Club)
CUSTOM HOUSE RESTAURANT,Custom House Restaurant
TRANSPORTATION CLUB NEW YORK,Transportation Club
PALACE HOTEL GRILL ROOM,Palace Hotel Grill Room
SOUTHERN RAILWAY - DINING CAR SERVICE,Southern Railway - Dining Car Service
AMERICAN INN,American Inn
PRINCE OF WALES HOTEL,Prince Of Wales Hotel
CAFE' BOULEVARD - CHATEAU HENRI IV,Cafe' Boulevard - Chateau Henri Iv
LOTOS CLUB,Lotos Club
SEVENTH MASONIC DISTRICT,Seventh Masonic District
KENWOOD HOTEL,Kenwood Hotel
ERIE,Erie
BROOKLYN BAR ASSOCIATION,Brooklyn Bar Association
THE ORIENTAL,The Oriental
ANCIENT AND HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS,Ancient And Honorable Artillery Co.
LUXUSZUG RAILROAD,Luxuszug Railroad
FRIENDS OF S.S. PACKARD?,Friends Of S.S. Packard?
GREATER WASHINGTON TRAIN TOUR,Greater Washington Train Tour
MRS. CORNELIUS VANDERBILT,Mrs. Cornelius Vanderbilt
TRUSTEES OF WASHINGTON SAVINGS BANK,Trustees Of Washington Savings Bank
GRAND NEW HOTEL,Grand New Hotel
THE SPHINX CLUB,The Sphinx Club
NEW ENGLAND SOCIETY OF PENNSYLVANIA,New England Society
UNITED STATES FLAGSHIP RAINBOW,United States Flagship Rainbow
STEVENS INSTITUTE OF TECHNOLOGY CLASS OF '93,Stevens Institute Of Technology Class Of '93
GEORGE BARDIN,George Bardin
